With the Light: Raising an Autistic Child,Manga,92,Finished,Sep 28 2000 to Apr 3 2009,Drama / Slice of Life / Psychological / Josei,Tobe Keiko (Story & Art),For Mrs.,8.29,281,4003,493
Takemitsu Zamurai,Manga,84,Finished,Aug 7 2006 to Mar 15 2010,Historical / Martial Arts / Slice of Life / Seinen,Matsumoto Taiyou (Art)  Eifuku Issei (Story),Big Comic Spirits,8.29,282,1722,1184
Genshiken,Manga,127,Finished,Apr 25 2002 to Aug 25 2016,Comedy / Drama / School / Slice of Life / Seinen,Kio Shimoku (Story & Art),Afternoon,8.28,290,310,10845
The Ice-Cold Demon's Tale,Manga,75,Finished,Aug 19 1995 to Jun 20 2003,Fantasy / Romance / Shoujo / Shounen / Supernatural,Sugiura Shiho (Story & Art),Ichiraci,8.28,291,3355,1274
The One,Manhua,110,Finished,Jan 1 2005 to Feb 5 2014,Drama / Romance / Shoujo / Psychological,Lee Nicky (Story & Art),Star☆Girls,8.28,292,580,7509
Lost Continent of the Sky,Manga,97,Finished,Mar 26 2007 to Feb 26 2014,Comedy / Drama / Ecchi / Romance / School / Sci-Fi / Shounen,Minazuki Suu (Story & Art),Shounen Ace,8.28,293,246,16605
Last Game,Manga,66,Finished,Aug 24 2011 to Jun 24 2016,Comedy / Romance / Shoujo,Amano Shinobu (Story & Art),LaLa,8.28,285,79,34155
Number Six Beyond,Novel,4,Finished,Nov 22 2012 to Dec 21 2012,Action / Mystery / Drama / Sci-Fi / Josei,Asano Atsuko (Story),None,8.28,286,3514,716
Wotakoi: Love Is Hard for Otaku,Manga,Ongoing,Publishing,Apr 17 2014 to ?,Comedy / Romance,Fujita (Story & Art),Comic POOL,8.28,288,151,13972
Tokyo Revengers,Manga,Ongoing,Publishing,Mar 1 2017 to ?,Action / School / Shounen,Wakui Ken (Story & Art),Shounen Magazine (Weekly),8.28,289,1335,2388
Battle Through the Heavens,Manhua,Ongoing,Publishing,Jun 2012 to ?,Action / Adventure / Comedy / Romance / Supernatural,Tian Can Tu Dou (Story)  Ren Xiang (Art),None,8.28,287,632,6439
Is It Wrong to Try to Pick Up Girls in a Dungeon?,Novel,Ongoing,Publishing,Jan 15 2013 to ?,Action / Adventure / Fantasy,Yasuda Suzuhito (Art)  Omori Fujino (Story),None,8.27,298,516,4942
Mushishi Special: Sun-Eating Shade,Manga,2,Finished,Nov 25 2013 to Dec 25 2013,Mystery / Fantasy / Historical / Supernatural / Seinen,Urushibara Yuki (Story & Art),Afternoon,8.27,299,3855,675
From now on we begin ethics,Manga,Ongoing,Publishing,Oct 26 2016 to ?,School / Seinen,Amase Shiori (Story & Art),Grand Jump Premium,8.27,300,2248,1806
Paradise Kiss,Manga,48,Finished,Mar 23 1999 to Mar 22 2003,Drama / Romance / School / Josei,Yazawa Ai (Story & Art),Zipper,8.27,294,322,13908
Black Lagoon,Manga,Ongoing,Publishing,Apr 19 2002 to ?,Action / Drama / Military / Seinen,Hiroe Rei (Story & Art),Sunday Gene-X,8.27,295,284,10881
Case Closed,Manga,Ongoing,Publishing,Feb 2 1994 to ?,Adventure / Comedy / Mystery / Shounen / Police,Aoyama Gosho (Story & Art),Shounen Sunday,8.27,296,197,21149
Solanin,Manga,28,Finished,Jun 30 2005 to Apr 6 2006,Drama / Slice of Life / Seinen,Asano Inio (Story & Art),Young Sunday (Weekly),8.27,297,123,24748
Immortal Rain,Manga,61,Finished,Aug 26 1998 to May 25 2011,Action / Adventure / Drama / Fantasy / Romance / Shoujo,Ozaki Kaori (Story & Art),Wings,8.26,301,597,5471
JoJo's Bizarre Adventure Part 2: Battle Tendency,Manga,69,Finished,Oct 20 1987 to Mar 14 1989,Action / Adventure / Historical / Shounen / Vampire,Araki Hirohiko (Story & Art),Shounen Jump (Weekly),8.26,302,131,34850
Classmates,Manga,6,Finished,Jul 25 2006 to Jul 27 2007,School / Shounen / Slice of Life,Nakamura Asumiko (Story & Art),Opera,8.26,303,486,9778
Higurashi WHEN THEY CRY: Festival Accompanying Arc,Manga,35,Finished,Jun 22 2008 to Apr 22 2011,Mystery / Drama / Horror / Psychological,Suzuragi Karin (Art)  Ryukishi07 (Story),Gangan Powered,8.26,304,1800,2215
Immortal Rain: Shinigami of the East,Manga,9,Finished,Oct 20 2004 to Jun 28 2007,Action / Drama / Fantasy / Shoujo,Ozaki Kaori (Story & Art),Wings,8.26,305,2568,1818
Shichou Tokoka 007,Manga,43,Finished,Oct 20 2006 to Mar 20 2012,Shoujo / Supernatural / Police,Kaji Eiri (Story & Art),Ichiraci,8.26,306,1442,3069
GTO: 14 Days in Shonan,Manga,77,Finished,Jun 10 2009 to Nov 16 2011,Action / Comedy / Drama / Ecchi / Shounen,Fujisawa Tohru (Story & Art),Shounen Magazine (Weekly),8.26,307,601,7608
Tokyo Ghoul:re,Manga,181,Finished,Oct 16 2014 to Jul 5 2018,Action / Mystery / Drama / Horror / Supernatural / Psychological / Seinen,Ishida Sui (Story & Art),Young Jump,8.26,309,15,79978
Fate/Strange Fake,Novel,Ongoing,Publishing,Jan 10 2015 to ?,Action / Fantasy / Magic / Supernatural,Narita Ryohgo (Story)  Morii Shizuki (Art),None,8.26,310,2478,917
Nukoduke!,Manga,Ongoing,Publishing,Apr 6 2012 to ?,Comedy / Shoujo / Slice of Life,Yugi Iro (Story & Art),Hana LaLa online,8.26,308,1233,2877
AnoHana,Manga,13,Finished,Apr 4 2012 to Apr 4 2013,Drama / Shounen,Izumi Mitsu (Art),Jump SQ.,8.25,318,1110,3490
Laid-Back Camp,Manga,Ongoing,Publishing,May 23 2015 to ?,Comedy / Slice of Life,Afro (Story & Art),Manga Time Kirara Forward,8.25,317,1498,1712
Big Windup,Manga,Ongoing,Publishing,Sep 25 2004 to ?,Comedy / Sports / Seinen,Higuchi Asa (Story & Art),Afternoon,8.25,311,1528,2129
Higurashi WHEN THEY CRY: Cotton Drifting Arc,Manga,12,Finished,Apr 26 2005 to Mar 25 2006,Mystery / Drama / Horror / Psychological,Houjou Yutori (Art)  Ryukishi07 (Story),Gangan Wing,8.25,312,856,6238
A Certain Scientific Railgun,Manga,Ongoing,Publishing,Feb 21 2007 to ?,Action / Comedy / Sci-Fi / Super,Kamachi Kazuma (Story)  Fuyukawa Motoi (Art),Dengeki Daioh,8.25,313,437,7514
Seven Days,Manga,13,Finished,Sep 1 2007 to Jun 1 2009,Romance / School / Shounen / Slice of Life,Takarai Rihito (Art)  Tachibana Venio (Story),Craft,8.25,314,181,23301
Yuru Yuri,Manga,Ongoing,Publishing,Jun 18 2008 to ?,Comedy / School / Shoujo / Slice of Life,Namori (Story & Art),Comic Yuri Hime,8.25,315,1109,2498
Dusk Maiden of Amnesia,Manga,54,Finished,Apr 22 2008 to Sep 21 2013,Mystery / Horror / Romance / School / Shounen / Supernatural,Maybe (Story & Art),Gangan Joker,8.25,316,259,14102
Homunculus,Manga,166,Finished,Mar 17 2003 to Feb 21 2011,Mystery / Drama / Horror / Supernatural / Psychological / Seinen,Yamamoto Hideo (Story & Art),Big Comic Spirits,8.24,320,179,16468
Historie,Manga,Ongoing,Publishing,Jan 25 2003 to ?,Action / Adventure / Drama / Historical / Seinen,Iwaaki Hitoshi (Story & Art),Afternoon,8.24,321,708,4088
My Little Monster,Manga,55,Finished,Aug 23 2008 to Nov 22 2013,Comedy / Romance / School / Shoujo,Robico (Story & Art),Dessert,8.24,322,77,33178
Berserk: God of the Abyss,One-shot,1,Finished,Jul 12 1996 to Jul 12 1996,Seinen,Miura Kentarou (Story & Art),Young Animal,8.24,324,1663,3299
Kaichou wa Maid-sama!: Marriage,Manga,7,Finished,Nov 8 2013 to Apr 24 2018,Comedy / Romance / School / Shoujo,Fujiwara Hiro (Story & Art),LaLa DX,8.24,325,2219,1971
The Morose Mononokean,Manga,Ongoing,Publishing,Sep 12 2013 to ?,Comedy / Supernatural,Wazawa Kiri (Story & Art),Gangan Online,8.24,323,1372,2312
Ao Haru Ride,Manga,53,Finished,Jan 13 2011 to Feb 13 2015,Comedy / Drama / Romance / School / Shoujo / Slice of Life,Sakisaka Io (Story & Art),Bessatsu Margaret,8.24,319,36,57297
The God of Poverty Is!,Manga,81,Finished,Jun 4 2008 to Jul 4 2013,Adventure / Comedy / Fantasy / Magic / Shounen / Supernatural,Sukeno Yoshiaki (Story & Art),Jump SQ.,8.23,335,673,5823
The Great Legend of the Legendary Heroes,Novel,Ongoing,Publishing,Oct 25 2007 to ?,Action / Adventure / Fantasy / Magic,Kagami Takaya (Story)  Toyota Saori (Art),None,8.23,336,4902,393
Cloudy Laugh,Manga,29,Finished,Oct 15 2010 to May 15 2013,Action / Historical / Shoujo / Supernatural,Karakara Kemuri (Story & Art),Comic Avarus,8.23,337,570,5753
Blue Spring Ride,Novel,20,Finished,Dec 27 2011 to Jun 2 2015,Comedy / Drama / Romance / School / Shoujo / Slice of Life,Sakisaka Io (Art)  Abe Akiko (Story),None,8.23,338,582,7288
The Disaster of PSI Kusuo Saiki,Manga,290,Finished,May 14 2012 to Jul 26 2018,Comedy / Shounen / Supernatural,Asou Shuuichi (Story & Art),Shounen Jump (Weekly),8.23,340,633,5066
GTO: The Early Years,Manga,267,Finished,Sep 26 1990 to Sep 18 1996,Action / Comedy / Drama / Romance / School / Shounen,Fujisawa Tohru (Story & Art),Shounen Magazine (Weekly),8.23,326,875,4224
Akumetsu,Manga,162,Finished,Oct 2002 to Apr 6 2006,Action / Drama / Shounen / Police / Psychological / Thriller,Tabata Yoshiaki (Story)  Yugo Yuuki (Art),Shounen Champion,8.23,327,234,14982
Happy Cafe,Manga,88,Finished,Dec 4 2004 to Aug 20 2009,Comedy / Romance / Shoujo / Slice of Life,Matsuzuki Kou (Story & Art),Hana to Yume,8.23,328,637,6850
Higurashi WHEN THEY CRY: Abducted by Demons Arc,Manga,7,Finished,Mar 24 2005 to Mar 24 2006,Mystery / Drama / Horror / Psychological,Suzuragi Karin (Art)  Ryukishi07 (Story),Gangan Powered,8.23,329,568,8673
Ten: Tenhou-doori no Kaidanji,Manga,164,Finished,Aug 1989 to Apr 2002,Drama / Game,Fukumoto Nobuyuki (Story & Art),Kindai Mahjong Gold,8.23,330,3639,992
You and I,Manga,Ongoing,Publishing,Feb 2003 to ?,Comedy / Drama / Romance / School / Shounen / Slice of Life,Hotta Kiichi (Story & Art),GFantasy,8.23,331,1416,1541
Umineko WHEN THEY CRY Episode 4: Alliance of the Golden Witch,Manga,29,Finished,Oct 1 2009 to Feb 2 2012,Demons / Mystery / Drama / Horror / Magic / Psychological,Ryukishi07 (Story)  Souichirou (Art),Gangan Online,8.23,332,1615,3144
Valkyrie of the End,Manga,Ongoing,Publishing,Nov 25 2017 to ?,Action / Drama / Super / Supernatural / Seinen,Fukui Takumi (Story)  Umemura Shinya (Story)  Ajichika (Art),Comic Zenon,8.23,333,560,5686
Spirit Fingers,Manhwa,Ongoing,Publishing,May 16 2015 to ?,Comedy / Romance / Slice of Life,Han Kyoung-chal (Story & Art),Naver Webtoon,8.23,334,7589,432
Wonder Cat Kyuu-chan,Manga,Ongoing,Publishing,Jan 30 2018 to ?,Comedy / Slice of Life,Nitori Sasami (Story & Art),twi4,8.22,344,4076,984
Fate/kaleid liner Prisma Illya drei!,Manga,Ongoing,Publishing,May 26 2012 to ?,Action / Comedy / Fantasy / Magic,Hiroyama Hiroshi (Story & Art),Comp Ace,8.23,339,1668,2333
Cheese in the Trap Season 1,Manhwa,27,Finished,Jul 7 2010 to May 26 2011,Comedy / Mystery / Romance / School / Slice of Life,Soonkki (Story & Art),Naver Webtoon,8.22,341,607,5792
Shameless Purple Haze: From JoJo's Bizarre Adventure,Novel,8,Finished,Sep 16 2011 to Oct 28 2011,Action / Adventure / Shounen / Super,Araki Hirohiko (Art)  Kadono Kouhei (Story),None,8.22,342,1667,2419
xxxHOLiC Rei,Manga,Ongoing,Publishing,Mar 4 2013 to ?,Mystery / Drama / Supernatural / Seinen,CLAMP (Story & Art),Young Magazine (Weekly),8.22,343,1182,2593
Orange Novel,Novel,22,Finished,Jul 18 2015 to Mar 18 2016,Drama / Romance / School / Sci-Fi,Takano Ichigo (Story & Art)  Tokiumi Yui (Story),None,8.22,345,2028,2338
Dr. Stone,Manga,Ongoing,Publishing,Mar 6 2017 to ?,Adventure / Sci-Fi / Shounen,Inagaki Riichiro (Story)  Boichi (Art),Shounen Jump (Weekly),8.22,346,68,33004
Emma,Manga,72,Finished,Dec 12 2001 to Feb 12 2008,Historical / Romance / Slice of Life / Seinen,Mori Kaoru (Story & Art),Comic Beam,8.22,347,528,7669
Ares: Drifter Mercenaries,Manhwa,207,Finished,2001 to 2007,Action / Adventure / Drama,Ryu Geum Chel (Story & Art),None,8.22,348,836,5322
Warring States Youko,Manga,100,Finished,Dec 28 2007 to May 20 2016,Action / Adventure / Demons / Drama / Shounen,Mizukami Satoshi (Story & Art),Blade Online,8.22,349,989,3443
Major,Manga,747,Finished,Jul 13 1994 to Jul 7 2010,Comedy / Drama / Shounen / Sports,Mitsuda Takuya (Story & Art),Shounen Sunday,8.22,350,2974,1186
Kuroko's Basketball,Manga,276,Finished,Dec 8 2008 to Sep 1 2014,Comedy / School / Shounen / Sports,Fujimaki Tadatoshi (Story & Art),Shounen Jump (Weekly),8.22,351,119,31987
Kare Kano: His and Her Circumstances,Manga,108,Finished,Dec 22 1995 to May 10 2005,Comedy / Drama / Romance / School / Shoujo,Tsuda Masami (Story & Art),LaLa,8.21,352,317,12029
Yu Yu Hakusho,Manga,176,Finished,Nov 20 1990 to Jul 12 1994,Action / Comedy / Drama / Shounen / Supernatural,Togashi Yoshihiro (Story & Art),Shounen Jump (Weekly),8.21,353,187,20951
Sailor Moon,Manga,61,Finished,Dec 28 1991 to Feb 3 1997,Drama / Fantasy / Magic / Romance / Shoujo,Takeuchi Naoko (Story & Art),Nakayoshi,8.21,354,237,17251
Godchild,Manga,48,Finished,May 2 2001 to Oct 4 2003,Mystery / Historical / Horror / Shoujo / Shounen / Supernatural,Yuki Kaori (Story & Art),Hana to Yume,8.21,355,669,6178
Lunar Legend Tsukihime,Manga,74,Finished,Aug 21 2003 to Jul 27 2010,Action / Horror / Romance / Vampire / Supernatural,Type-Moon (Story)  Nasu Kinoko (Story)  Sasaki Shonen (Story & Art),Dengeki Daioh,8.21,356,370,11287
JoJo's Bizarre Adventure Part 5: Golden Wind,Manga,155,Finished,Nov 28 1995 to Mar 23 1999,Action / Adventure / Shounen,Araki Hirohiko (Story & Art),Shounen Jump (Weekly),8.21,357,93,44172
NG Life,Manga,54,Finished,Feb 1 2006 to Mar 5 2009,Comedy / Drama / Historical / Romance / Shoujo / Supernatural,Kusanagi Mizuho (Story & Art),Hana to Yume,8.21,358,1212,3353
Oresama Teacher,Manga,Ongoing,Finished,Jul 5 2007 to Feb 5 2020,Comedy / School / Shoujo,Tsubaki Izumi (Story & Art),Hana to Yume,8.21,359,283,9734
A Cruel God Reigns,Manga,55,Finished,May 26 1992 to May 26 2001,Drama / Shoujo / Shounen / Psychological,Hagio Moto (Story & Art),Petit Flower,8.21,360,2221,1670
Ace of the Diamond,Manga,418,Finished,May 17 2006 to Jul 15 2015,Comedy / School / Shounen / Sports,Terajima Yuuji (Story & Art),Shounen Magazine (Weekly),8.21,361,719,6131
The Legend of the Sun Knight,Novel,98,Finished,Jul 9 2007 to Nov 8 2011,Fantasy / Supernatural,Yu Wo (Story)  Ya Sha (Art),None,8.21,367,4443,726
Ultra Heaven,Manga,Ongoing,Publishing,Jun 12 2001 to ?,Drama / Sci-Fi / Psychological / Seinen,Koike Keiichi (Story & Art),Comic Beam,8.21,368,1938,1081
The Kawai Complex Guide to Manors and Hostel,Manga,93,Finished,Apr 30 2010 to May 30 2018,Comedy / Romance / School / Slice of Life / Seinen,Miyahara Ruri (Story & Art),Young King OURs,8.21,369,341,10352
Ouran High School Host Club Special,Manga,2,Finished,Jul 23 2011 to Aug 24 2011,Comedy / Drama / Romance / School / Shoujo / Harem / Gender Bender,Hatori Bisco (Story & Art),LaLa,8.21,370,1957,2153
Is the order a rabbit?,Manga,Ongoing,Publishing,Jan 19 2011 to ?,Comedy / Slice of Life,Koi (Story & Art),Manga Time Kirara MAX,8.21,371,3134,663
Generally Cute,Manga,Ongoing,Publishing,Feb 14 2018 to ?,Comedy / Romance / Shounen,Hata Kenjirou (Story & Art),Shounen Sunday,8.21,372,398,7535
Monogatari Series: Off Season,Novel,12,Finished,Oct 5 2015 to Jan 11 2017,Comedy / Mystery / Drama / Vampire / Supernatural,NISIO ISIN (Story)  VOFAN (Art),None,8.21,362,4904,409
The Girl From the Other Side: Siuil a Run,Manga,Ongoing,Publishing,Sep 5 2015 to ?,Shounen / Supernatural,Nagabe (Story & Art),Comic Garden,8.21,363,395,4800
Re:ZERO -Starting Life in Another World- Ex,Novel,Ongoing,Publishing,Jun 25 2015 to ?,Fantasy,Nagatsuki Tappei (Story)  Ootsuka Shinichirou (Art),None,8.21,364,3730,463
Sasaki and Miyano,Manga,Ongoing,Publishing,Feb 26 2016 to ?,School / Shounen / Slice of Life,Harusono Shou (Story & Art),Gene pixiv,8.21,365,2560,1424
NieR：Automata,Novel,20,Finished,Aug 5 2017 to Oct 24 2017,Action / Fantasy / Sci-Fi,Eishima Jun (Story),None,8.21,366,2329,685
Wind Breaker,Manhwa,Ongoing,Publishing,Dec 15 2013 to ?,Action / Drama / Sports,Jo Yongseok (Story & Art),Naver Webtoon,8.2,381,2527,1660
Katanagatari,Novel,55,Finished,Jan 9 2007 to Dec 4 2007,Action / Adventure / Comedy / Samurai / Romance,NISIO ISIN (Story)  Take (Art),None,8.2,373,3378,492
Invaders of the Rokujouma!?,Novel,Ongoing,Publishing,Mar 1 2009 to ?,Comedy / Romance / School / Harem / Supernatural,Poco (Art)  Takehaya (Story),None,8.2,382,3206,647
Helck,Manga,111,Finished,May 5 2014 to Dec 18 2017,Action / Fantasy,Nanao Nanaki (Story & Art),Ura Sunday,8.2,383,674,5789
Welcome to the N.H.K.,Manga,40,Finished,Dec 26 2003 to Apr 26 2007,Comedy / Drama / Romance / Shounen / Psychological,Ooiwa Kenji (Art)  Takimoto Tatsuhiko (Story),Shounen Ace,8.2,374,200,18774
Trigun Maximum,Manga,102,Finished,Jul 1998 to Feb 27 2008,Action / Adventure / Comedy / Drama / Sci-Fi / Seinen,Nightow Yasuhiro (Story & Art),Young King OURs,8.2,375,603,6779
Girl Friends,Manga,35,Finished,Oct 21 2006 to Aug 21 2010,School / Shoujo / Seinen,Morinaga Milk (Story & Art),Comic High!,8.2,376,232,18345
Rosario Vampire: Season II,Manga,67,Finished,Nov 4 2007 to Apr 19 2014,Action / Comedy / Ecchi / Fantasy / Magic / Romance / School / Shounen / Vampire / Harem / Supernatural,Ikeda Akihisa (Story & Art),Jump SQ.,8.2,377,150,28444
Baby Steps,Manga,462,Finished,Oct 17 2007 to Nov 1 2017,Romance / School / Shounen / Sports,Katsuki Hikaru (Story & Art),Shounen Magazine (Weekly),8.2,378,523,7795
Beelzebub,Manga,250,Finished,Feb 23 2009 to Mar 13 2015,Action / Comedy / Demons / School / Shounen / Supernatural,Tamura Ryuuhei (Story & Art),Shounen Jump (Weekly),8.2,379,54,52833
Full Metal Panic!,Novel,72,Finished,Sep 9 1998 to Aug 20 2011,Action / Comedy / Drama / Mecha / Romance / School / Sci-Fi / Military,Gatoh Shoji (Story)  Shiki Douji (Art),None,8.2,380,1822,2097
Chrno Crusade,Manga,59,Finished,Dec 9 1998 to May 8 2004,Action / Adventure / Drama / Fantasy / Romance / Sci-Fi / Shounen / Supernatural,Moriyama Daisuke (Story & Art),Comic Dragon,8.19,385,397,11601
Wild Adapter,Manga,Ongoing,Publishing,2001 to ?,Action / Comedy / Mystery / Drama / Shounen,Minekura Kazuya (Story & Art),Zero-Sum Online,8.19,386,2178,1369
High School Debut,Manga,62,Finished,Aug 13 2003 to May 13 2013,Comedy / Drama / Romance / School / Shoujo / Slice of Life,Kawahara Kazune (Story & Art),Bessatsu Margaret,8.19,387,144,24735
City Hunter,Manga,193,Finished,Feb 26 1985 to Nov 19 1991,Adventure / Comedy / Shounen / Police,Hojo Tsukasa (Story & Art),Shounen Jump (Weekly),8.19,388,1378,2492
Rookies,Manga,233,Finished,Feb 3 1998 to Aug 25 2003,Comedy / Drama / School / Shounen / Sports / Slice of Life,Morita Masanori (Story & Art),Shounen Jump (Weekly),8.19,389,1021,3443
Fushigi Yugi: Genbu Kaiden,Manga,40,Finished,Mar 15 2003 to Feb 14 2013,Adventure / Drama / Fantasy / Historical / Romance / Shoujo / Gender Bender,Watase Yuu (Story & Art),Sho-Comi Zoukan,8.19,390,1065,4513
The Rising of the Shield Hero,Novel,Ongoing,Publishing,Aug 22 2013 to ?,Fantasy,Aneko Yusagi (Story)  Minami Seira (Art),None,8.19,384,277,11179
The Flowers of Evil,Manga,58,Finished,Sep 9 2009 to May 9 2014,Drama / Romance / School / Shounen / Psychological,Oshimi Shuuzou (Story & Art),Bessatsu Shounen Magazine,8.19,392,73,37363
The Reason Why Raeliana Ended up at the Duke's Mansion,Manhwa,Ongoing,Publishing,Sep 3 2017 to ?,Comedy / Fantasy / Romance,Milcha (Story)  Golae (Art),Kakao,8.19,391,3410,1318
Uncle and Kitten,Manga,Ongoing,Publishing,Jun 12 2017 to ?,Slice of Life,Sakurai Umi (Story & Art),Gangan pixiv,8.18,395,2642,1211
King's Maker,Manhwa,38,Finished,Apr 25 2017 to Nov 14 2017,Drama / Fantasy / Shounen,Haga (Story)  Kang Ji-young (Art),Lezhin Comics Webtoon,8.18,396,7028,629
Will you marry me again if you are reborn?,Manga,Ongoing,Publishing,Oct 20 2017 to ?,Romance,Morinaga Miku (Story & Art),Gene pixiv,8.18,397,5697,544
Cardcaptor Sakura: Clear Card,Manga,Ongoing,Publishing,Jun 3 2016 to ?,Adventure / Comedy / Fantasy / Magic / Romance / Shoujo,CLAMP (Story & Art),Nakayoshi,8.18,393,1011,2888
My Solo Exchange Diary,Manga,27,Finished,May 23 2016 to Nov 13 2017,Slice of Life,Nagata Kabi (Story & Art),pixiv Comic,8.18,394,1768,1947
Please Save My Earth,Manga,138,Finished,1987 to 1994,Mystery / Drama / Fantasy / Romance / Sci-Fi / Shoujo / Space,Hiwatari Saki (Story & Art),Hana to Yume,8.18,400,1552,2201
Sayonara Zetsubou-Sensei,Manga,301,Finished,Apr 27 2005 to Jun 13 2012,Comedy / Parody / School / Shounen,Kumeta Kouji (Story & Art),Shounen Magazine (Weekly),8.18,401,449,6067
Assassination Classroom,Manga,203,Finished,Feb 21 2005 to Apr 20 2009,Mystery / Shounen / Supernatural,Matsui Yuusei (Story & Art),Shounen Jump (Weekly),8.18,402,620,6110
JoJo's Bizarre Adventure Part 3: Stardust Crusaders,Manga,152,Finished,Mar 20 1989 to Apr 14 1992,Action / Adventure / Shounen / Supernatural,Araki Hirohiko (Story & Art),Shounen Jump (Weekly),8.18,403,136,32266
The Summit of the Gods,Manga,47,Finished,Feb 1 2000 to Mar 1 2003,Adventure / Mystery / Drama / Sports / Seinen,Yumemakura Baku (Story)  Taniguchi Jiro (Art),Business Jump,8.18,404,2554,681
Crows,Manga,98,Finished,1990 to 1998,Action / School / Shounen,Takahashi Hiroshi (Story & Art),Shounen Champion (Monthly),8.18,405,776,4699
One Piece: Strong World,One-shot,1,Finished,Nov 21 2009 to Dec 12 2009,Action / Adventure / Comedy / Fantasy / Shounen / Super,Oda Eiichiro (Story & Art),Shounen Jump (Weekly),8.18,406,1007,6369
Dead Dead Demon's Dededede Destruction,Manga,Ongoing,Publishing,Apr 28 2014 to ?,Comedy / Drama / School / Sci-Fi / Slice of Life / Seinen,Asano Inio (Story & Art),Big Comic Spirits,8.18,398,385,4149
Retake!,Manga,49,Finished,Apr 3 2013 to Dec 28 2016,School / Shoujo,Oouta Rie (Story & Art),Ribon Magazine,8.18,399,1565,3075
Sunny,Manga,37,Finished,Dec 25 2010 to Jul 27 2015,Drama / Seinen,Matsumoto Taiyou (Story & Art),Ikki,8.18,407,1632,1365
Horizon on the Middle of Nowhere,Novel,872,Finished,Sep 10 2008 to Dec 7 2018,Action / Comedy / Fantasy / School / Sci-Fi,Kawakami Minoru (Story)  Satoyasu (Art),None,8.18,408,3077,354
When Hikaru was on the earth,Novel,93,Finished,May 30 2011 to Apr 28 2014,Mystery / Romance / School / Supernatural,Nomura Mizuki (Story)  Takeoka Miho (Art),None,8.18,409,3340,867
Stargazing Dog,Manga,4,Finished,Jul 22 2008 to Jan 20 2009,Slice of Life / Seinen,Murakami Takashi (Story & Art),Manga Action,8.17,410,1538,3301
Date A Live,Novel,Ongoing,Publishing,Mar 19 2011 to ?,Mecha / Romance / School / Sci-Fi / Harem,Tachibana Koushi (Story)  Tsunako (Art),None,8.17,411,1079,2860
K - Memory of Red,Manga,16,Finished,May 28 2012 to Jul 27 2013,Action / Martial Arts / Shoujo / Supernatural,Kuroe Yui (Art)  GoRA (Story),ARIA,8.17,412,1196,3726
Reborn!,Manga,411,Finished,May 24 2004 to Nov 12 2012,Action / Comedy / School / Shounen / Super,Amano Akira (Story & Art),Shounen Jump (Weekly),8.17,418,47,56626
Bokurano: Ours,Manga,66,Finished,Nov 25 2003 to Jun 25 2009,Drama / Mecha / Sci-Fi / Psychological / Seinen,Kitoh Mohiro (Story & Art),Ikki,8.17,419,442,7828
Maison Ikkoku,Manga,162,Finished,Oct 14 1980 to Apr 6 1987,Comedy / Drama / Romance / Slice of Life / Seinen,Takahashi Rumiko (Story & Art),Big Comic Spirits,8.17,420,1094,3752
History's Strongest Disciple Kenichi,Manga,584,Finished,Aug 9 2002 to Sep 17 2014,Action / Comedy / Drama / Ecchi / Martial Arts / Shounen,Matsuena Syun (Story & Art),Shounen Sunday,8.17,421,133,30954
H2,Manga,338,Finished,1992 to 1999,Comedy / Drama / Romance / School / Shounen / Sports,Adachi Mitsuru (Story & Art),Shounen Sunday,8.17,422,1566,3545
Kono Suba: Spin Off,Novel,30,Finished,Jul 1 2014 to Mar 1 2019,Comedy / Fantasy / Supernatural,Mishima Kurone (Art)  Akatsuki Natsume (Story),The Sneaker Web,8.17,416,3101,1123
The Faraway Paladin,Novel,Ongoing,Publishing,Mar 25 2016 to ?,Adventure / Fantasy,Rin Kususaga (Art)  Yanagino Kanata (Story),None,8.17,417,4061,613
Aoharu x Machine Gun,Manga,Ongoing,Publishing,Jun 18 2012 to ?,Action / Comedy / Shounen,NAOE (Story & Art),GFantasy,8.17,413,997,2914
He does not have any friends,Manga,81,Finished,May 25 2012 to May 22 2019,Comedy / School / Shounen / Slice of Life,Sakura Jun (Story & Art),Shounen Sunday,8.17,414,979,3895
Sweetness and Lightning,Manga,63,Finished,Feb 7 2013 to Dec 7 2018,Comedy / Slice of Life / Seinen,Amagakure Gido (Story & Art),good! Afternoon,8.17,415,727,3936
Innocent,Manga,99,Finished,Jan 31 2013 to Apr 16 2015,Drama / Historical / Seinen,Sakamoto Shinichi (Story & Art),Young Jump,8.16,430,584,4709
Teasing Master Takagi-san,Manga,Ongoing,Publishing,Jun 12 2012 to ?,Comedy / Romance / School / Shounen / Slice of Life,Yamamoto Souichirou (Story & Art),Gessan,8.16,431,165,15068
My Brother's Husband,Manga,28,Finished,Sep 25 2014 to May 25 2017,Comedy / Slice of Life,Tagame Gengorou (Story & Art),Monthly Action,8.16,432,1936,1900
Hikaru no Go,Manga,198,Finished,Dec 8 1998 to Jul 14 2003,Comedy / Drama / Game / Shounen / Supernatural,Obata Takeshi (Art)  Hotta Yumi (Story),Shounen Jump (Weekly),8.16,423,262,18086
Gantz,Manga,383,Finished,Jul 13 2000 to Jun 20 2013,Action / Drama / Ecchi / Horror / Sci-Fi / Supernatural / Psychological / Seinen,Oku Hiroya (Story & Art),Young Jump,8.16,424,20,75145
